ticker,source,category,source_weight,method
ETR,SPY,large_cap_core,3.0,wikipedia_sp500
EOG,SPY,large_cap_core,3.0,wikipedia_sp500
EQT,SPY,large_cap_core,3.0,wikipedia_sp500
EFX,SPY,large_cap_core,3.0,wikipedia_sp500
EQIX,SPY,large_cap_core,3.0,wikipedia_sp500
EQR,SPY,large_cap_core,3.0,wikipedia_sp500
ERIE,SPY,large_cap_core,3.0,wikipedia_sp500
ESS,SPY,large_cap_core,3.0,wikipedia_sp500
EL,SPY,large_cap_core,3.0,wikipedia_sp500
EG,SPY,large_cap_core,3.0,wikipedia_sp500
EVRG,SPY,large_cap_core,3.0,wikipedia_sp500
ES,SPY,large_cap_core,3.0,wikipedia_sp500
EXC,SPY,large_cap_core,3.0,wikipedia_sp500
EXE,SPY,large_cap_core,3.0,wikipedia_sp500
EXPE,SPY,large_cap_core,3.0,wikipedia_sp500
EXPD,SPY,large_cap_core,3.0,wikipedia_sp500
EXR,SPY,large_cap_core,3.0,wikipedia_sp500
XOM,SPY,large_cap_core,3.0,wikipedia_sp500
FFIV,SPY,large_cap_core,3.0,wikipedia_sp500
FDS,SPY,large_cap_core,3.0,wikipedia_sp500
FICO,SPY,large_cap_core,3.0,wikipedia_sp500
FAST,SPY,large_cap_core,3.0,wikipedia_sp500
FRT,SPY,large_cap_core,3.0,wikipedia_sp500
FDX,SPY,large_cap_core,3.0,wikipedia_sp500
FDXF,SPY,large_cap_core,3.0,wikipedia_sp500
FIS,SPY,large_cap_core,3.0,wikipedia_sp500
FITB,SPY,large_cap_core,3.0,wikipedia_sp500
FSLR,SPY,large_cap_core,3.0,wikipedia_sp500
FE,SPY,large_cap_core,3.0,wikipedia_sp500
FISV,SPY,large_cap_core,3.0,wikipedia_sp500
FLEX,SPY,large_cap_core,3.0,wikipedia_sp500
F,SPY,large_cap_core,3.0,wikipedia_sp500
FTNT,SPY,large_cap_core,3.0,wikipedia_sp500
FTV,SPY,large_cap_core,3.0,wikipedia_sp500
FOXA,SPY,large_cap_core,3.0,wikipedia_sp500
FOX,SPY,large_cap_core,3.0,wikipedia_sp500
BEN,SPY,large_cap_core,3.0,wikipedia_sp500
FCX,SPY,large_cap_core,3.0,wikipedia_sp500
GRMN,SPY,large_cap_core,3.0,wikipedia_sp500
IT,SPY,large_cap_core,3.0,wikipedia_sp500
GE,SPY,large_cap_core,3.0,wikipedia_sp500
GEHC,SPY,large_cap_core,3.0,wikipedia_sp500
GEV,SPY,large_cap_core,3.0,wikipedia_sp500
GEN,SPY,large_cap_core,3.0,wikipedia_sp500
GNRC,SPY,large_cap_core,3.0,wikipedia_sp500
GD,SPY,large_cap_core,3.0,wikipedia_sp500
GIS,SPY,large_cap_core,3.0,wikipedia_sp500
GM,SPY,large_cap_core,3.0,wikipedia_sp500
GPC,SPY,large_cap_core,3.0,wikipedia_sp500
GILD,SPY,large_cap_core,3.0,wikipedia_sp500
GPN,SPY,large_cap_core,3.0,wikipedia_sp500
GL,SPY,large_cap_core,3.0,wikipedia_sp500
GDDY,SPY,large_cap_core,3.0,wikipedia_sp500
GS,SPY,large_cap_core,3.0,wikipedia_sp500
HAL,SPY,large_cap_core,3.0,wikipedia_sp500
HIG,SPY,large_cap_core,3.0,wikipedia_sp500
HAS,SPY,large_cap_core,3.0,wikipedia_sp500
HCA,SPY,large_cap_core,3.0,wikipedia_sp500
DOC,SPY,large_cap_core,3.0,wikipedia_sp500
HSIC,SPY,large_cap_core,3.0,wikipedia_sp500
HSY,SPY,large_cap_core,3.0,wikipedia_sp500
HPE,SPY,large_cap_core,3.0,wikipedia_sp500
HLT,SPY,large_cap_core,3.0,wikipedia_sp500
HD,SPY,large_cap_core,3.0,wikipedia_sp500
HON,SPY,large_cap_core,3.0,wikipedia_sp500
HRL,SPY,large_cap_core,3.0,wikipedia_sp500
HST,SPY,large_cap_core,3.0,wikipedia_sp500
HWM,SPY,large_cap_core,3.0,wikipedia_sp500
HPQ,SPY,large_cap_core,3.0,wikipedia_sp500
HUBB,SPY,large_cap_core,3.0,wikipedia_sp500
HUM,SPY,large_cap_core,3.0,wikipedia_sp500
HBAN,SPY,large_cap_core,3.0,wikipedia_sp500
HII,SPY,large_cap_core,3.0,wikipedia_sp500
IBM,SPY,large_cap_core,3.0,wikipedia_sp500
IEX,SPY,large_cap_core,3.0,wikipedia_sp500
IDXX,SPY,large_cap_core,3.0,wikipedia_sp500
ITW,SPY,large_cap_core,3.0,wikipedia_sp500
INCY,SPY,large_cap_core,3.0,wikipedia_sp500
IR,SPY,large_cap_core,3.0,wikipedia_sp500
PODD,SPY,large_cap_core,3.0,wikipedia_sp500
INTC,SPY,large_cap_core,3.0,wikipedia_sp500
IBKR,SPY,large_cap_core,3.0,wikipedia_sp500
ICE,SPY,large_cap_core,3.0,wikipedia_sp500
IFF,SPY,large_cap_core,3.0,wikipedia_sp500
IP,SPY,large_cap_core,3.0,wikipedia_sp500
INTU,SPY,large_cap_core,3.0,wikipedia_sp500
ISRG,SPY,large_cap_core,3.0,wikipedia_sp500
IVZ,SPY,large_cap_core,3.0,wikipedia_sp500
INVH,SPY,large_cap_core,3.0,wikipedia_sp500
IQV,SPY,large_cap_core,3.0,wikipedia_sp500
IRM,SPY,large_cap_core,3.0,wikipedia_sp500
JBHT,SPY,large_cap_core,3.0,wikipedia_sp500
JBL,SPY,large_cap_core,3.0,wikipedia_sp500
JKHY,SPY,large_cap_core,3.0,wikipedia_sp500
J,SPY,large_cap_core,3.0,wikipedia_sp500
JNJ,SPY,large_cap_core,3.0,wikipedia_sp500
JCI,SPY,large_cap_core,3.0,wikipedia_sp500
JPM,SPY,large_cap_core,3.0,wikipedia_sp500
KVUE,SPY,large_cap_core,3.0,wikipedia_sp500
KDP,SPY,large_cap_core,3.0,wikipedia_sp500
KEY,SPY,large_cap_core,3.0,wikipedia_sp500
KEYS,SPY,large_cap_core,3.0,wikipedia_sp500
KMB,SPY,large_cap_core,3.0,wikipedia_sp500
KIM,SPY,large_cap_core,3.0,wikipedia_sp500
KMI,SPY,large_cap_core,3.0,wikipedia_sp500
KKR,SPY,large_cap_core,3.0,wikipedia_sp500
KLAC,SPY,large_cap_core,3.0,wikipedia_sp500
KHC,SPY,large_cap_core,3.0,wikipedia_sp500
KR,SPY,large_cap_core,3.0,wikipedia_sp500
LHX,SPY,large_cap_core,3.0,wikipedia_sp500
LH,SPY,large_cap_core,3.0,wikipedia_sp500
LRCX,SPY,large_cap_core,3.0,wikipedia_sp500
LVS,SPY,large_cap_core,3.0,wikipedia_sp500
LDOS,SPY,large_cap_core,3.0,wikipedia_sp500
LEN,SPY,large_cap_core,3.0,wikipedia_sp500
LII,SPY,large_cap_core,3.0,wikipedia_sp500
LLY,SPY,large_cap_core,3.0,wikipedia_sp500
LIN,SPY,large_cap_core,3.0,wikipedia_sp500
LYV,SPY,large_cap_core,3.0,wikipedia_sp500
LMT,SPY,large_cap_core,3.0,wikipedia_sp500
L,SPY,large_cap_core,3.0,wikipedia_sp500
LOW,SPY,large_cap_core,3.0,wikipedia_sp500
LULU,SPY,large_cap_core,3.0,wikipedia_sp500
LITE,SPY,large_cap_core,3.0,wikipedia_sp500
LYB,SPY,large_cap_core,3.0,wikipedia_sp500
MTB,SPY,large_cap_core,3.0,wikipedia_sp500
MPC,SPY,large_cap_core,3.0,wikipedia_sp500
MAR,SPY,large_cap_core,3.0,wikipedia_sp500
MRSH,SPY,large_cap_core,3.0,wikipedia_sp500
MLM,SPY,large_cap_core,3.0,wikipedia_sp500
MRVL,SPY,large_cap_core,3.0,wikipedia_sp500
MAS,SPY,large_cap_core,3.0,wikipedia_sp500
MA,SPY,large_cap_core,3.0,wikipedia_sp500
MKC,SPY,large_cap_core,3.0,wikipedia_sp500
MCD,SPY,large_cap_core,3.0,wikipedia_sp500
MCK,SPY,large_cap_core,3.0,wikipedia_sp500
MDT,SPY,large_cap_core,3.0,wikipedia_sp500
MRK,SPY,large_cap_core,3.0,wikipedia_sp500
META,SPY,large_cap_core,3.0,wikipedia_sp500
MET,SPY,large_cap_core,3.0,wikipedia_sp500
MTD,SPY,large_cap_core,3.0,wikipedia_sp500
MGM,SPY,large_cap_core,3.0,wikipedia_sp500
MCHP,SPY,large_cap_core,3.0,wikipedia_sp500
MU,SPY,large_cap_core,3.0,wikipedia_sp500
MSFT,SPY,large_cap_core,3.0,wikipedia_sp500
MAA,SPY,large_cap_core,3.0,wikipedia_sp500
MRNA,SPY,large_cap_core,3.0,wikipedia_sp500
TAP,SPY,large_cap_core,3.0,wikipedia_sp500
MDLZ,SPY,large_cap_core,3.0,wikipedia_sp500
MPWR,SPY,large_cap_core,3.0,wikipedia_sp500
MNST,SPY,large_cap_core,3.0,wikipedia_sp500
MCO,SPY,large_cap_core,3.0,wikipedia_sp500
MS,SPY,large_cap_core,3.0,wikipedia_sp500
MOS,SPY,large_cap_core,3.0,wikipedia_sp500
MSI,SPY,large_cap_core,3.0,wikipedia_sp500
MSCI,SPY,large_cap_core,3.0,wikipedia_sp500
NDAQ,SPY,large_cap_core,3.0,wikipedia_sp500
NTAP,SPY,large_cap_core,3.0,wikipedia_sp500
NFLX,SPY,large_cap_core,3.0,wikipedia_sp500
NEM,SPY,large_cap_core,3.0,wikipedia_sp500
NWSA,SPY,large_cap_core,3.0,wikipedia_sp500
NWS,SPY,large_cap_core,3.0,wikipedia_sp500
NEE,SPY,large_cap_core,3.0,wikipedia_sp500
NKE,SPY,large_cap_core,3.0,wikipedia_sp500
NI,SPY,large_cap_core,3.0,wikipedia_sp500
NDSN,SPY,large_cap_core,3.0,wikipedia_sp500
NSC,SPY,large_cap_core,3.0,wikipedia_sp500
NTRS,SPY,large_cap_core,3.0,wikipedia_sp500
NOC,SPY,large_cap_core,3.0,wikipedia_sp500
NCLH,SPY,large_cap_core,3.0,wikipedia_sp500
NRG,SPY,large_cap_core,3.0,wikipedia_sp500
NUE,SPY,large_cap_core,3.0,wikipedia_sp500
NVDA,SPY,large_cap_core,3.0,wikipedia_sp500
NVR,SPY,large_cap_core,3.0,wikipedia_sp500
NXPI,SPY,large_cap_core,3.0,wikipedia_sp500
ORLY,SPY,large_cap_core,3.0,wikipedia_sp500
OXY,SPY,large_cap_core,3.0,wikipedia_sp500
ODFL,SPY,large_cap_core,3.0,wikipedia_sp500
OMC,SPY,large_cap_core,3.0,wikipedia_sp500
ON,SPY,large_cap_core,3.0,wikipedia_sp500
OKE,SPY,large_cap_core,3.0,wikipedia_sp500
ORCL,SPY,large_cap_core,3.0,wikipedia_sp500
OTIS,SPY,large_cap_core,3.0,wikipedia_sp500
PCAR,SPY,large_cap_core,3.0,wikipedia_sp500
PKG,SPY,large_cap_core,3.0,wikipedia_sp500
PLTR,SPY,large_cap_core,3.0,wikipedia_sp500
PANW,SPY,large_cap_core,3.0,wikipedia_sp500
PSKY,SPY,large_cap_core,3.0,wikipedia_sp500
PH,SPY,large_cap_core,3.0,wikipedia_sp500
PAYX,SPY,large_cap_core,3.0,wikipedia_sp500
PYPL,SPY,large_cap_core,3.0,wikipedia_sp500
PNR,SPY,large_cap_core,3.0,wikipedia_sp500
PEP,SPY,large_cap_core,3.0,wikipedia_sp500
PFE,SPY,large_cap_core,3.0,wikipedia_sp500
PCG,SPY,large_cap_core,3.0,wikipedia_sp500
PM,SPY,large_cap_core,3.0,wikipedia_sp500
PSX,SPY,large_cap_core,3.0,wikipedia_sp500
PNW,SPY,large_cap_core,3.0,wikipedia_sp500
PNC,SPY,large_cap_core,3.0,wikipedia_sp500
PPG,SPY,large_cap_core,3.0,wikipedia_sp500
PPL,SPY,large_cap_core,3.0,wikipedia_sp500
PFG,SPY,large_cap_core,3.0,wikipedia_sp500
PG,SPY,large_cap_core,3.0,wikipedia_sp500
PGR,SPY,large_cap_core,3.0,wikipedia_sp500
PLD,SPY,large_cap_core,3.0,wikipedia_sp500
PRU,SPY,large_cap_core,3.0,wikipedia_sp500
PEG,SPY,large_cap_core,3.0,wikipedia_sp500
PTC,SPY,large_cap_core,3.0,wikipedia_sp500
PSA,SPY,large_cap_core,3.0,wikipedia_sp500
PHM,SPY,large_cap_core,3.0,wikipedia_sp500
PWR,SPY,large_cap_core,3.0,wikipedia_sp500
QCOM,SPY,large_cap_core,3.0,wikipedia_sp500
DGX,SPY,large_cap_core,3.0,wikipedia_sp500
Q,SPY,large_cap_core,3.0,wikipedia_sp500
RL,SPY,large_cap_core,3.0,wikipedia_sp500
RJF,SPY,large_cap_core,3.0,wikipedia_sp500
RTX,SPY,large_cap_core,3.0,wikipedia_sp500
O,SPY,large_cap_core,3.0,wikipedia_sp500
REG,SPY,large_cap_core,3.0,wikipedia_sp500
REGN,SPY,large_cap_core,3.0,wikipedia_sp500
RF,SPY,large_cap_core,3.0,wikipedia_sp500
RSG,SPY,large_cap_core,3.0,wikipedia_sp500
RMD,SPY,large_cap_core,3.0,wikipedia_sp500
RVTY,SPY,large_cap_core,3.0,wikipedia_sp500
HOOD,SPY,large_cap_core,3.0,wikipedia_sp500
ROK,SPY,large_cap_core,3.0,wikipedia_sp500
ROL,SPY,large_cap_core,3.0,wikipedia_sp500
ROP,SPY,large_cap_core,3.0,wikipedia_sp500
ROST,SPY,large_cap_core,3.0,wikipedia_sp500
RCL,SPY,large_cap_core,3.0,wikipedia_sp500
SPGI,SPY,large_cap_core,3.0,wikipedia_sp500
CRM,SPY,large_cap_core,3.0,wikipedia_sp500
SNDK,SPY,large_cap_core,3.0,wikipedia_sp500
SBAC,SPY,large_cap_core,3.0,wikipedia_sp500
SLB,SPY,large_cap_core,3.0,wikipedia_sp500
STX,SPY,large_cap_core,3.0,wikipedia_sp500
SRE,SPY,large_cap_core,3.0,wikipedia_sp500
NOW,SPY,large_cap_core,3.0,wikipedia_sp500
SHW,SPY,large_cap_core,3.0,wikipedia_sp500
SPG,SPY,large_cap_core,3.0,wikipedia_sp500
SWKS,SPY,large_cap_core,3.0,wikipedia_sp500
SJM,SPY,large_cap_core,3.0,wikipedia_sp500
SW,SPY,large_cap_core,3.0,wikipedia_sp500
SNA,SPY,large_cap_core,3.0,wikipedia_sp500
SOLV,SPY,large_cap_core,3.0,wikipedia_sp500
SO,SPY,large_cap_core,3.0,wikipedia_sp500
LUV,SPY,large_cap_core,3.0,wikipedia_sp500
SWK,SPY,large_cap_core,3.0,wikipedia_sp500
SBUX,SPY,large_cap_core,3.0,wikipedia_sp500
STT,SPY,large_cap_core,3.0,wikipedia_sp500
STLD,SPY,large_cap_core,3.0,wikipedia_sp500
STE,SPY,large_cap_core,3.0,wikipedia_sp500
SYK,SPY,large_cap_core,3.0,wikipedia_sp500
SMCI,SPY,large_cap_core,3.0,wikipedia_sp500
SYF,SPY,large_cap_core,3.0,wikipedia_sp500
SNPS,SPY,large_cap_core,3.0,wikipedia_sp500
SYY,SPY,large_cap_core,3.0,wikipedia_sp500
TMUS,SPY,large_cap_core,3.0,wikipedia_sp500
TROW,SPY,large_cap_core,3.0,wikipedia_sp500
TTWO,SPY,large_cap_core,3.0,wikipedia_sp500
TPR,SPY,large_cap_core,3.0,wikipedia_sp500
TRGP,SPY,large_cap_core,3.0,wikipedia_sp500
TGT,SPY,large_cap_core,3.0,wikipedia_sp500
TEL,SPY,large_cap_core,3.0,wikipedia_sp500
TDY,SPY,large_cap_core,3.0,wikipedia_sp500
TER,SPY,large_cap_core,3.0,wikipedia_sp500
TSLA,SPY,large_cap_core,3.0,wikipedia_sp500
TXN,SPY,large_cap_core,3.0,wikipedia_sp500
TPL,SPY,large_cap_core,3.0,wikipedia_sp500
TXT,SPY,large_cap_core,3.0,wikipedia_sp500
TMO,SPY,large_cap_core,3.0,wikipedia_sp500
TJX,SPY,large_cap_core,3.0,wikipedia_sp500
TKO,SPY,large_cap_core,3.0,wikipedia_sp500
TTD,SPY,large_cap_core,3.0,wikipedia_sp500
TSCO,SPY,large_cap_core,3.0,wikipedia_sp500
TT,SPY,large_cap_core,3.0,wikipedia_sp500
TDG,SPY,large_cap_core,3.0,wikipedia_sp500
TRV,SPY,large_cap_core,3.0,wikipedia_sp500
TRMB,SPY,large_cap_core,3.0,wikipedia_sp500
TFC,SPY,large_cap_core,3.0,wikipedia_sp500
TYL,SPY,large_cap_core,3.0,wikipedia_sp500
TSN,SPY,large_cap_core,3.0,wikipedia_sp500
USB,SPY,large_cap_core,3.0,wikipedia_sp500
UBER,SPY,large_cap_core,3.0,wikipedia_sp500
UDR,SPY,large_cap_core,3.0,wikipedia_sp500
ULTA,SPY,large_cap_core,3.0,wikipedia_sp500
UNP,SPY,large_cap_core,3.0,wikipedia_sp500
UAL,SPY,large_cap_core,3.0,wikipedia_sp500
UPS,SPY,large_cap_core,3.0,wikipedia_sp500
URI,SPY,large_cap_core,3.0,wikipedia_sp500
UNH,SPY,large_cap_core,3.0,wikipedia_sp500
UHS,SPY,large_cap_core,3.0,wikipedia_sp500
VLO,SPY,large_cap_core,3.0,wikipedia_sp500
VEEV,SPY,large_cap_core,3.0,wikipedia_sp500
VTR,SPY,large_cap_core,3.0,wikipedia_sp500
VLTO,SPY,large_cap_core,3.0,wikipedia_sp500
VRSN,SPY,large_cap_core,3.0,wikipedia_sp500
VRSK,SPY,large_cap_core,3.0,wikipedia_sp500
VZ,SPY,large_cap_core,3.0,wikipedia_sp500
VRTX,SPY,large_cap_core,3.0,wikipedia_sp500
VRT,SPY,large_cap_core,3.0,wikipedia_sp500
VTRS,SPY,large_cap_core,3.0,wikipedia_sp500
VICI,SPY,large_cap_core,3.0,wikipedia_sp500
V,SPY,large_cap_core,3.0,wikipedia_sp500
VST,SPY,large_cap_core,3.0,wikipedia_sp500
VMC,SPY,large_cap_core,3.0,wikipedia_sp500
WRB,SPY,large_cap_core,3.0,wikipedia_sp500
GWW,SPY,large_cap_core,3.0,wikipedia_sp500
WAB,SPY,large_cap_core,3.0,wikipedia_sp500
WMT,SPY,large_cap_core,3.0,wikipedia_sp500
DIS,SPY,large_cap_core,3.0,wikipedia_sp500
WBD,SPY,large_cap_core,3.0,wikipedia_sp500
WM,SPY,large_cap_core,3.0,wikipedia_sp500
WAT,SPY,large_cap_core,3.0,wikipedia_sp500
WEC,SPY,large_cap_core,3.0,wikipedia_sp500
WFC,SPY,large_cap_core,3.0,wikipedia_sp500
WELL,SPY,large_cap_core,3.0,wikipedia_sp500
WST,SPY,large_cap_core,3.0,wikipedia_sp500
WDC,SPY,large_cap_core,3.0,wikipedia_sp500
WY,SPY,large_cap_core,3.0,wikipedia_sp500
WSM,SPY,large_cap_core,3.0,wikipedia_sp500
WMB,SPY,large_cap_core,3.0,wikipedia_sp500
WTW,SPY,large_cap_core,3.0,wikipedia_sp500
WDAY,SPY,large_cap_core,3.0,wikipedia_sp500
WYNN,SPY,large_cap_core,3.0,wikipedia_sp500
XEL,SPY,large_cap_core,3.0,wikipedia_sp500
XYL,SPY,large_cap_core,3.0,wikipedia_sp500
YUM,SPY,large_cap_core,3.0,wikipedia_sp500
ZBRA,SPY,large_cap_core,3.0,wikipedia_sp500
ZBH,SPY,large_cap_core,3.0,wikipedia_sp500
ZTS,SPY,large_cap_core,3.0,wikipedia_sp500
AAPL,manual,manual_core,5.0,manual_csv
MSFT,manual,manual_core,5.0,manual_csv
NVDA,manual,manual_core,5.0,manual_csv
AMD,manual,manual_core,5.0,manual_csv
AVGO,manual,manual_core,5.0,manual_csv
TSLA,manual,manual_core,5.0,manual_csv
META,manual,manual_core,5.0,manual_csv
GOOGL,manual,manual_core,5.0,manual_csv
GOOG,manual,manual_core,5.0,manual_csv
AMZN,manual,manual_core,5.0,manual_csv
NFLX,manual,manual_core,5.0,manual_csv
ADBE,manual,manual_core,5.0,manual_csv
CRM,manual,manual_core,5.0,manual_csv
ORCL,manual,manual_core,5.0,manual_csv
NOW,manual,manual_core,5.0,manual_csv
SNOW,manual,manual_core,4.0,manual_csv
MDB,manual,manual_core,4.0,manual_csv
DDOG,manual,manual_core,4.0,manual_csv
NET,manual,manual_core,4.0,manual_csv
CRWD,manual,manual_core,4.0,manual_csv
PANW,manual,manual_core,4.0,manual_csv
ZS,manual,manual_core,4.0,manual_csv
PLTR,manual,manual_core,4.0,manual_csv
SMCI,manual,manual_core,4.0,manual_csv
ARM,manual,manual_core,4.0,manual_csv
MSTR,manual,manual_core,4.0,manual_csv
COIN,manual,manual_core,4.0,manual_csv
RKLB,manual,manual_core,4.0,manual_csv
ASTS,manual,manual_core,4.0,manual_csv
OKLO,manual,manual_core,4.0,manual_csv
QBTS,manual,manual_core,4.0,manual_csv
IONQ,manual,manual_core,4.0,manual_csv
RGTI,manual,manual_core,4.0,manual_csv
SOUN,manual,manual_core,4.0,manual_csv
HIMS,manual,manual_core,4.0,manual_csv
CELH,manual,manual_core,4.0,manual_csv
APP,manual,manual_core,4.0,manual_csv
HOOD,manual,manual_core,4.0,manual_csv
SHOP,manual,manual_core,4.0,manual_csv
SE,manual,manual_core,4.0,manual_csv
MELI,manual,manual_core,4.0,manual_csv
TSM,manual,manual_core,4.0,manual_csv
ASML,manual,manual_core,4.0,manual_csv
MRVL,manual,manual_core,4.0,manual_csv
MU,manual,manual_core,4.0,manual_csv
LRCX,manual,manual_core,4.0,manual_csv
KLAC,manual,manual_core,4.0,manual_csv
AMAT,manual,manual_core,4.0,manual_csv
TER,manual,manual_core,4.0,manual_csv
MPWR,manual,manual_core,4.0,manual_csv
ALAB,manual,manual_core,4.0,manual_csv
DELL,manual,manual_core,4.0,manual_csv
ANET,manual,manual_core,4.0,manual_csv
VRT,manual,manual_core,4.0,manual_csv
CEG,manual,manual_core,4.0,manual_csv
GEV,manual,manual_core,4.0,manual_csv
NXT,manual,manual_core,4.0,manual_csv
ENPH,manual,manual_core,3.0,manual_csv
SEDG,manual,manual_core,3.0,manual_csv
FSLR,manual,manual_core,3.0,manual_csv
LEU,manual,manual_core,3.0,manual_csv
UUUU,manual,manual_core,3.0,manual_csv
PLUG,manual,manual_core,3.0,manual_csv
BE,manual,manual_core,3.0,manual_csv
